prediction,original
9511.647,9551.62
9511.713,9547.23
9511.523,9568.83
9511.962,9539.31
9511.745,9558.86
9511.821,9543.95
9511.52,9570.21
9511.893,9540.99
9511.659,9548.4
9511.364,9552.01
9511.112,9560.17
9511.191,9556.67
9511.379,9564.05
9511.92,9542.62
9511.903,9561.24
9512.231,9548.74
9512.185,9545.19
9511.773,9557.84
9511.596,9548.95
9511.291,9555.44
9511.165,9546.78
9510.816,9565.97
9510.981,9546.91
9510.843,9546.24
9510.55,9553.03
9510.329,9562.34
9510.511,9554.22
9510.606,9538.8
9510.152,9556.91
9509.994,9540.41
9509.464,9547.32
9508.9,9543.25
9508.269,9560.18
9508.219,9538.47
9507.762,9552.18
9507.525,9567.86
9507.958,9544.38
9508.024,9550.89
9508.105,9559.74
9508.473,9550.6
9508.706,9541.98
9508.537,9560.59
9508.772,9558.19
9509.163,9548.45
9509.359,9543.03
9509.189,9561.55
9509.417,9548.72
9509.485,9541.39
9509.213,9544.61
9508.871,9543.65
9508.384,9543.62
9507.782,9567.34
9507.969,9545.02
9507.892,9541.83
9507.538,9550.46
9507.331,9557.77
9507.509,9554.8
9507.738,9563.34
9508.39,9538.52
9508.404,9557.95
9508.714,9552.04
9508.946,9563.66
9509.522,9540.53
9509.547,9558.78
9509.863,9560.99
9510.359,9543.03
9510.294,9556.97
9510.391,9548.18
9510.276,9567.72
9510.724,9539.99
9510.541,9554.77
9510.468,9550.94
9510.339,9541.08
9509.843,9568.07
9510.042,9539.94
9509.682,9555.65
9509.603,9555.15
9509.7,9555.62
9509.886,9538.53
9509.531,9557.42
9509.515,9538.76
9509.03,9563.98
9509.182,9548.5
9509.122,9549.73
9509.001,9551.25
9508.891,9548.57
9508.703,9545.06
9508.361,9542.39
9507.814,9559.49
9507.763,9540.62
9507.346,9568.21
9507.721,9541.87
9507.646,9558.58
9507.937,9539.43
9507.733,9564.99
9508.121,9546.83
9508.224,9549.94
9508.299,9549.29
9508.347,9540.41
9508.091,9562.0
9508.357,9541.69
9508.221,9560.88
9508.522,9540.14
9508.36,9567.69
9508.933,9543.39
9509.067,9543.49
9508.95,9561.52
9509.226,9547.12
9509.216,9563.44
9509.635,9545.64
9509.695,9560.32
9510.05,9544.06
9509.984,9547.18
9509.744,9567.39
9510.1,9541.25
9509.917,9556.62
9509.972,9544.17
9509.698,9568.26
9510.077,9540.44
9509.879,9561.1
9510.064,9550.92
9510.096,9563.11
9510.514,9545.73
9510.561,9562.23
9510.989,9548.64
9511.073,9540.69
9510.656,9555.36
9510.476,9547.74
9510.192,9550.18
9509.941,9542.03
9509.433,9567.65
9509.679,9544.24
9509.554,9555.3
9509.619,9552.97
9509.709,9559.31
9509.987,9543.04
9509.816,9552.83
9509.786,9557.26
9509.969,9548.33
9509.973,9544.33
9509.701,9542.38
9509.218,9561.17
9509.265,9558.22
9509.519,9539.5
9509.286,9541.82
9508.877,9563.95
9509.124,9541.17
9508.912,9546.65
9508.631,9560.54
9508.748,9540.67
9508.473,9552.04
9508.399,9566.93
9508.948,9548.58
9509.219,9550.49
9509.391,9551.01
9509.531,9567.09
9510.182,9541.65
9510.276,9550.16
9510.294,9552.57
9510.292,9559.11
9510.535,9560.64
9510.955,9537.25
9510.66,9559.55
9510.687,9542.05
9510.31,9568.02
9510.599,9549.73
9510.629,9557.37
9510.839,9541.04
9510.618,9561.53
9510.843,9549.08
9510.857,9546.01
9510.651,9559.7
9510.765,9547.84
9510.658,9541.48
9510.201,9545.91
9509.698,9551.39
9509.373,9546.03
9508.903,9543.87
9508.288,9565.19
9508.352,9537.97
9507.906,9556.78
9507.898,9540.63
9507.598,9566.57
9508.041,9540.84
9508.043,9554.2
9508.25,9556.28
9508.622,9540.96
9508.536,9554.1
9508.663,9567.19
9509.32,9540.23
9509.346,9554.19
9509.481,9545.77
9509.345,9565.56
9509.749,9544.55
9509.719,9543.95
9509.407,9559.08
9509.446,9548.82
9509.344,9556.73
9509.504,9562.58
9510.014,9552.59
9510.386,9560.31
9510.901,9540.55
9510.737,9568.88
9511.201,9540.73
9511.031,9548.13
9510.745,9558.01
9510.739,9540.21
9510.311,9561.25
9510.362,9563.47
9510.766,9537.67
9510.479,9550.89
9510.297,9551.58
9510.148,9559.68
9510.299,9539.63
9509.954,9557.19
9509.909,9551.43
9509.833,9542.09
9509.4375,9569.69
9509.863,9546.34
9509.95,9559.53
9510.287,9547.63
9510.322,9550.42
9510.259,9558.86
9510.409,9541.95
9510.133,9560.38
9510.25,9546.31
9510.083,9547.76
9509.807,9566.59
9510.169,9541.07
9510.041,9551.59
9509.992,9540.75
9509.567,9559.44
9509.582,9562.97
9510.004,9539.68
9509.885,9556.87
9510.051,9547.88
9510.067,9551.82
9510.123,9565.75
9510.665,9541.77
9510.61,9538.9
9510.084,9548.52
9509.6455,9561.5
9509.745,9553.09
9509.883,9542.68
9509.662,9559.42
9509.826,9549.27
9509.887,9541.87
9509.603,9567.63
9510.014,9545.42
9510.05,9539.48
9509.675,9554.03
9509.519,9550.52
9509.413,9567.09
9509.902,9544.77
9509.997,9548.45
9509.992,9552.83
9510.03,9541.21
9509.647,9565.79
9509.847,9562.54
9510.296,9540.91
9510.196,9552.88
9510.16,9540.79
9509.746,9566.39
9510.018,9537.69
9509.679,9556.34
9509.666,9551.3
9509.642,9544.17
9509.392,9567.77
9509.764,9545.95
9509.771,9547.13
9509.668,9559.73
9509.883,9552.92
9510.061,9560.89
9510.536,9538.83
9510.417,9553.81
9510.465,9543.46
9510.2,9566.24
9510.582,9543.68
9510.544,9554.72
9510.581,9553.89
9510.592,9544.8
9510.312,9564.19
9510.53,9542.87
9510.304,9553.04
9510.172,9548.29
9509.943,9540.06
9509.369,9562.23
9509.321,9554.95
9509.387,9562.11
9509.802,9542.09
9509.767,9565.14
9510.265,9546.97
9510.454,9548.5
9510.485,9557.11
9510.69,9540.68
9510.398,9564.16
9510.581,9538.23
9510.173,9559.47
9510.2,9544.49
9509.912,9561.75
9510.088,9556.97
9510.38,9559.26
9510.847,9543.54
9510.872,9561.94
9511.253,9556.78
9511.675,9540.68
9511.524,9554.88
9511.513,9551.19
9511.451,9567.59
9511.852,9539.24
9511.533,9560.21
9511.532,9543.2
9511.116,9542.55
9510.423,9543.75
9509.728,9551.2
9509.229,9545.98
9508.657,9565.66
9508.821,9556.09
9509.121,9555.8
9509.441,9540.69
9509.292,9566.53
9509.749,9553.2
9510.101,9559.68
9510.62,9538.98
9510.543,9567.44
9511.106,9540.66
9511.077,9553.67
9511.155,9559.81
9511.4375,9542.94
9511.222,9555.78
9511.217,9550.34
9511.076,9555.0
9511.03,9542.44
9510.608,9564.88
9510.757,9538.26
9510.294,9560.31
9510.267,9543.59
9509.935,9563.32
9510.107,9547.59
9510.074,9542.45
9509.752,9558.86
9509.797,9547.48
9509.667,9561.39
9509.922,9540.89
9509.695,9544.6
9509.291,9559.32
9509.292,9540.28
9508.953,9553.04
9508.861,9557.31
9509.037,9540.78
9508.798,9564.86
9509.127,9539.56
9508.892,9560.0
9509.066,9544.78
9508.942,9564.98
9509.339,9547.79
9509.499,9550.45
9509.655,9539.95
9509.387,9561.76
9509.588,9538.41
9509.244,9554.74
9509.18,9546.47
9508.989,9547.86
9508.76,9546.64
9508.419,9558.44
9508.485,9546.2
9508.394,9567.33
9508.938,9543.57
9509.051,9561.65
9509.495,9542.48
9509.464,9565.52
9509.915,9549.67
9510.114,9544.68
9509.979,9539.82
9509.4375,9565.84
9509.604,9542.07
9509.402,9548.31
9509.225,9545.5
9508.893,9568.76
9509.278,9548.99
9509.394,9550.09
9509.405,9549.81
9509.357,9544.31
9509.041,9564.94
9509.306,9552.15
9509.459,9542.08
9509.203,9538.5
9508.66,9567.66
9508.923,9546.11
9508.923,9558.04
9509.141,9540.55
9508.922,9567.61
9509.335,9541.08
9509.262,9552.18
9509.293,9556.83
9509.544,9559.14
9509.966,9542.98
9509.925,9550.74
9509.855,9558.84
9510.08,9568.22
9510.83,9542.29
9510.994,9560.64
9511.426,9541.88
9511.34,9569.59
9511.859,9543.13
9511.79,9556.64
9511.846,9540.49
9511.396,9555.38
9511.174,9553.84
9510.99,9547.14
9510.612,9568.06
9510.863,9540.42
9510.603,9556.63
9510.613,9548.2
9510.472,9546.06
9510.202,9569.57
9510.645,9555.61
9510.987,9540.94
9510.778,9543.9
9510.3955,9567.25
9510.615,9540.99
9510.303,9554.6
9510.148,9539.83
9509.63,9566.95
9509.857,9537.45
9509.531,9560.91
9509.685,9554.6
9509.871,9540.83
9509.581,9567.17
9509.932,9548.1
9509.992,9547.24
9509.871,9540.67
9509.453,9569.86
9509.83,9549.43
9509.952,9539.93
9509.63,9554.9
9509.563,9546.01
9509.328,9560.78
9509.576,9538.54
9509.312,9556.97
9509.333,9545.53
9509.13,9548.27
9508.898,9566.55
9509.313,9540.85
9509.228,9561.06
9509.508,9547.73
9509.514,9549.8
9509.473,9568.03
9510.049,9540.51
9510.051,9558.33
9510.291,9541.46
9510.057,9548.93
9509.798,9566.13
9510.122,9550.79
9510.247,9543.06
9510.03,9540.72
9509.53,9558.35
9509.475,9560.98
9509.7705,9540.23
9509.598,9561.35
9509.84,9541.67
9509.6875,9546.9
9509.448,9565.56
9509.81,9539.77
9509.576,9560.68
9509.764,9541.38
9509.489,9566.93
9509.892,9540.27
9509.753,9545.37
9509.427,9559.56
9509.479,9543.02
9509.231,9557.88
9509.338,9559.5
9509.7,9550.83
9509.919,9550.47
9510.048,9545.5
9509.95,9567.1
9510.474,9546.99
9510.639,9555.33
9510.858,9551.79
9510.967,9540.1
9510.622,9561.13
9510.74,9545.65
9510.5,9541.76
9509.926,9556.75
9509.723,9540.13
9509.189,9566.74
9509.437,9539.17
9509.174,9554.92
9509.163,9553.22
9509.246,9541.52
9509.015,9544.83
9508.68,9569.31
9509.073,9549.42
9509.282,9552.73
9509.544,9542.2
9509.441,9567.01
9509.92,9539.39
9509.762,9554.27
9509.753,9554.77
9509.826,9539.05
9509.398,9566.7
9509.6455,9537.99
9509.28,9560.79
9509.398,9542.29
9509.179,9565.8
9509.594,9553.75
9509.972,9542.68
9509.925,9561.53
9510.22,9541.0
9509.995,9545.91
9509.6,9553.22
9509.385,9542.5
9508.896,9559.9
9508.881,9539.44
9508.455,9569.68
9508.838,9538.36
9508.617,9546.28
9508.322,9539.87
9507.759,9563.14
9507.86,9539.97
9507.581,9547.82
9507.386,9567.62
9507.892,9542.28
9507.933,9553.42
9508.127,9541.36
9507.917,9568.95
9508.476,9541.03
9508.523,9549.3
9508.594,9555.43
9508.853,9540.2
9508.622,9557.04
9508.749,9538.11
9508.412,9559.37
9508.536,9540.8
9508.253,9565.62
9508.626,9540.67
9508.46,9561.0
9508.688,9541.81
9508.513,9567.82
9509.01,9542.52
9509.062,9551.02
9509.088,9541.11
9508.758,9567.43
9509.114,9545.51
9509.12,9543.49
9508.842,9551.96
9508.701,9550.06
9508.615,9567.72
9509.1875,9541.82
9509.169,9559.17
9509.426,9544.12
9509.338,9569.21
9509.939,9553.26
9510.399,9540.71
9510.338,9543.96
9509.989,9568.95
9510.338,9546.21
9510.312,9549.26
9510.165,9558.78
9510.277,9542.07
9509.964,9569.77
9510.397,9542.02
9510.303,9558.94
9510.544,9540.06
9510.285,9557.36
9510.372,9543.77
9510.143,9561.62
9510.277,9541.53
9509.968,9555.36
9509.896,9545.7
9509.63,9551.87
9509.497,9543.44
9509.186,9552.21
9509.006,9540.75
9508.504,9560.1
9508.511,9542.12
9508.268,9565.57
9508.701,9549.08
9508.959,9541.83
9508.845,9542.68
9508.515,9565.31
9508.797,9541.21
9508.592,9547.14
9508.321,9561.54
9508.529,9555.0
9508.864,9563.44
9509.548,9543.37
9509.725,9540.45
9509.573,9564.88
9510.004,9566.83
9510.804,9553.54
9511.3545,9543.45
9511.385,9557.11
9511.587,9541.24
9511.304,9562.71
9511.513,9545.56
9511.369,9562.22
9511.646,9546.23
9511.575,9556.49
9511.639,9548.19
9511.481,9548.86
9511.225,9561.11
9511.312,9546.15
9511.145,9557.92
9511.267,9540.16
9510.933,9558.37
9510.963,9550.89
9510.859,9540.59
9510.343,9560.59
9510.245,9541.03
9509.722,9546.43
9509.225,9560.83
9509.266,9546.1
9509.097,9545.61
9508.804,9544.17
9508.363,9560.54
9508.438,9539.78
9508.111,9560.48
9508.258,9566.18
9508.919,9549.62
9509.335,9552.37
9509.732,9551.43
9510.028,9566.13
9510.709,9539.36
9510.718,9549.64
9510.628,9544.48
9510.272,9566.13
9510.505,9541.08
9510.189,9552.83
9510.044,9550.17
9509.916,9555.27
9509.975,9549.38
9509.942,9558.91
9510.165,9555.44
9510.482,9542.63
9510.356,9548.45
9510.196,9559.03
9510.35,9567.18
9510.9375,9545.93
9511.042,9557.88
9511.267,9545.17
9511.119,9563.48
9511.438,9540.24
9511.162,9560.75
9511.283,9541.91
9510.979,9548.28
9510.636,9544.62
9510.119,9547.02
9509.589,9560.97
9509.532,9551.04
9509.431,9553.54
9509.393,9558.4
9509.634,9542.21
9509.485,9557.83
9509.655,9561.55
9510.105,9550.33
9510.372,9545.57
9510.36,9567.44
9510.93,9547.67
9511.138,9557.89
9511.416,9543.8
9511.245,9568.83
9511.68,9540.41
9511.444,9549.9
9511.174,9555.84
9511.088,9560.3
9511.227,9552.05
9511.232,9545.61
9510.967,9560.34
9511.016,9541.89
9510.667,9558.67
9510.711,9555.42
9510.852,9561.44
9511.222,9543.06
9511.06,9565.41
9511.363,9563.48
9511.869,9540.65
9511.719,9540.83
9511.233,9568.37
9511.482,9553.1
9511.621,9538.92
9511.198,9554.11
9510.957,9551.67
9510.719,9544.95
9510.257,9550.02
9509.864,9553.11
9509.656,9541.04
9509.122,9551.53
9508.766,9541.88
9508.213,9557.72
9508.129,9545.7
9507.916,9559.28
9508.169,9560.79
9508.699,9539.9
9508.6875,9556.3
9508.932,9546.76
9508.896,9563.77
9509.372,9539.11
9509.293,9550.3
9509.235,9553.4
9509.2295,9556.01
9509.358,9542.79
9509.131,9543.11
9508.692,9569.2
9509.083,9544.38
9509.14,9544.21
9508.997,9560.93
9509.292,9541.55
9509.143,9565.24
9509.576,9539.92
9509.475,9559.43
9509.662,9546.14
9509.574,9559.94
9509.841,9558.13
9510.259,9538.97
9510.134,9544.04
9509.767,9565.94
9510.01,9554.58
9510.232,9542.43
9510.077,9562.25
9510.363,9553.74
9510.583,9549.42
9510.632,9538.44
9510.188,9559.38
9510.176,9541.79
9509.797,9556.87
9509.714,9540.13
9509.277,9555.01
9509.107,9542.46
9508.708,9565.49
9508.989,9484.24
9506.808,9356.46
9498.583,9254.22
9482.976,9177.96
9460.105,9055.0
9428.654,8955.59
9388.909,8875.49
9342.0,8762.89
9287.758,8648.65
9226.36,8558.8
9159.068,8518.05
9088.737,8542.13
9019.74,8535.35
8953.831,8530.67
8892.398,8530.9
8836.396,8526.6
8786.091,8526.06
8741.64,8517.86
8702.634,8533.01
8669.444,8533.02
8641.495,8530.28
8618.164,8511.38
8598.1875,8531.31
8582.079,8523.22
8568.885,8541.78
8558.906,8513.1
8550.46,8525.66
8543.908,8540.88
8539.442,8517.38
8535.675,8534.58
8533.2,8513.91
8530.929,8533.85
8529.641,8513.49
8528.302,8513.37
8526.984,8537.03
8526.599,8524.19
8526.324,8536.03
8526.6455,8513.89
8526.512,8542.26
8527.202,8514.09
8527.343,8529.71
8527.707,8512.64
8527.5625,8541.87
8528.113,8510.46
8527.965,8516.3
8527.674,8541.66
8528.15,8519.93
8528.299,8530.27
8528.637,8517.85
8528.624,8532.82
8528.937,8536.53
8529.568,8512.24
8529.523,8533.9
8529.832,8531.37
8530.188,8512.7
8529.953,8522.58
8529.7,8529.61
8529.649,8523.47
8529.527,8527.42
8529.499,8517.35
8529.176,8535.62
8529.322,8525.65
8529.417,8536.74
8529.884,8513.97
8529.799,8519.23
8529.534,8527.95
8529.433,8526.77
8529.44,8515.06
8529.071,8533.07
8529.124,8519.21
8528.917,8514.9
8528.421,8540.43
8528.652,8518.27
8528.539,8526.73
8528.559,8524.54
8528.539,8538.92
8529.056,8513.81
8528.992,8527.71
8529.072,8513.71
8528.7,8540.4
8529.045,8515.68
8528.891,8525.78
8528.849,8518.29
8528.581,8541.64
8529.016,8519.62
8529.056,8511.43
8528.611,8511.99
8527.869,8536.42
8527.815,8508.56
8527.207,8534.16
8527.165,8511.61
8526.669,8542.11
8527.022,8513.13
8526.852,8518.18
8526.592,8540.67
8527.077,8511.94
8526.953,8533.83
8527.263,8512.48
8527.066,8541.45
8527.588,8511.46
8527.455,8535.26
8527.8,8513.94
8527.639,8536.34
8527.996,8515.52
8527.93,8522.18
8527.814,8535.05
8528.121,8515.17
8527.964,8538.22
8528.332,8517.42
8528.29,8523.75
8528.24,8529.04
8528.314,8521.51
8528.227,8531.4
8528.417,8524.3
8528.526,8528.15
8528.707,8512.21
8528.329,8540.33
8528.684,8512.58
8528.447,8527.07
8528.412,8515.39
8528.039,8538.97
8528.286,8511.84
8527.94,8530.6
8527.939,8520.2
8527.77,8511.57
8527.174,8537.73
8527.286,8525.88
8527.402,8517.88
8527.264,8521.53
8527.099,8540.55
8527.59,8517.31
8527.656,8533.93
8528.071,8513.08
8527.927,8540.77
8528.433,8509.27
8528.181,8529.29
8528.224,8518.73
8528.059,8541.84
8528.577,8516.98
8528.676,8524.73
8528.757,8531.92
8529.035,8514.23
8528.792,8519.93
8528.44,8540.82
8528.756,8515.67
8528.546,8527.91
8528.521,8514.0
8528.111,8525.11
8527.854,8539.24
8528.195,8530.75
8528.571,8531.58
8529.062,8513.28
8528.954,8528.88
8529.019,8538.84
8529.527,8511.25
8529.318,8532.23
8529.429,8520.43
8529.248,8540.65
8529.656,8512.57
8529.417,8529.94
8529.418,8510.63
8528.8545,8533.2
8528.765,8507.75
8528.038,8530.6
8527.772,8510.28
8527.06,8512.9
8526.196,8514.44
8525.311,8535.54
8525.173,8510.39
8524.65,8535.81
8524.829,8528.29
8525.176,8530.81
8525.726,8511.36
8525.677,8540.86
8526.365,8514.19
8526.5,8510.93
8526.185,8525.54
8526.094,8508.87
8525.521,8540.08
8525.784,8510.22
8525.502,8522.7
8525.363,8527.31
8525.414,8510.51
8525.03,8525.01
8524.88,8517.53
8524.61,8530.07
8524.753,8510.25
8524.442,8526.09
8524.436,8539.11
8525.056,8511.17
8525.098,8532.66
8525.554,8515.69
8525.624,8540.65
8526.353,8522.23
8526.782,8531.87
8527.432,8515.48
8527.547,8538.98
8528.228,8511.48
8528.164,8517.19
8527.854,8530.29
8527.857,8514.15
8527.468,8541.31
8527.846,8516.83
8527.794,8534.84
8528.139,8514.62
8527.9795,8530.54
8528.059,8525.58
8528.114,8508.6
8527.543,8526.35
8527.214,8532.93
8527.288,8515.36
8527.023,8512.6
8526.447,8536.65
8526.544,8528.05
8526.758,8537.98
8527.384,8511.97
8527.349,8534.94
8527.758,8523.62
8527.996,8510.72
8527.628,8539.55
8527.94,8510.21
8527.569,8532.6
8527.6045,8509.69
8527.085,8537.87
8527.225,8525.85
8527.371,8508.67
8526.888,8511.85
8526.168,8530.06
8525.948,8537.83
8526.279,8510.28
8526.031,8535.63
8526.319,8538.17
8527.008,8520.8
8527.373,8511.61
8527.165,8533.91
8527.392,8519.37
8527.3,8529.48
8527.415,8525.69
8527.531,8532.59
8527.887,8511.91
8527.638,8527.89
8527.597,8509.7
8527.053,8533.38
8527.008,8509.97
8526.467,8537.4
8526.594,8526.7
8526.76,8514.18
8526.545,8532.35
8526.742,8512.02
8526.394,8530.91
8526.388,8512.86
8526.015,8528.57
8525.957,8510.64
8525.427,8522.25
8525.101,8522.63
8524.862,8541.07
8525.41,8525.68
8525.894,8509.07
8525.715,8528.31
8525.808,8536.65
8526.347,8510.78
8526.247,8524.61
8526.277,8511.05
8525.837,8540.92
8526.178,8529.89
8526.609,8509.67
8526.402,8510.5
8525.813,8531.31
8525.776,8510.13
8525.239,8509.93
8524.43,8512.16
8523.543,8537.67
8523.549,8523.34
8523.624,8514.53
8523.452,8518.02
8523.265,8525.29
8523.343,8536.83
8523.993,8514.26
8524.219,8533.82
8524.838,8511.21
8524.891,8526.61
8525.143,8510.04
8524.88,8525.15
8524.836,8511.45
8524.43,8533.09
8524.56,8515.18
8524.383,8534.02
8524.728,8512.26
8524.624,8520.5
8524.538,8531.25
8524.879,8516.11
8524.901,8512.9
8524.624,8533.18
8524.837,8532.64
8525.368,8510.43
8525.303,8532.46
8525.671,8511.33
8525.481,8532.18
8525.742,8512.75
8525.543,8531.76
8525.768,8509.52
8525.447,8508.59
8524.726,8522.34
8524.262,8526.19
8524.082,8523.44
8524.028,8511.87
8523.645,8534.42
8523.917,8524.63
8524.213,8539.25
8525.07,8514.13
8525.354,8529.62
8525.802,8515.9
8525.858,8527.74
8526.079,8539.54
8526.796,8514.15
8526.917,8530.61
8527.244,8529.52
8527.644,8511.68
8527.433,8521.53
8527.23,8527.92
8527.213,8527.21
8527.309,8535.72
8527.729,8526.86
8528.092,8520.86
8528.1875,8525.89
8528.307,8518.21
8528.15,8520.45
8527.896,8514.38
8527.359,8523.01
8526.924,8525.96
8526.663,8515.24
8526.191,8511.53
8525.472,8538.98
8525.57,8517.55
8525.427,8514.05
8524.995,8511.43
8524.321,8540.1
8524.524,8512.38
8524.294,8534.81
8524.626,8515.35
8524.618,8540.92
8525.344,8517.08
8525.613,8513.39
8525.499,8529.46
8525.715,8539.52
8526.46,8511.87
8526.51,8533.54
8526.953,8513.0
8526.84,8526.05
8526.848,8512.11
8526.405,8533.21
8526.488,8518.22
8526.311,8526.03
8526.3125,8527.93
8526.457,8510.43
8526.079,8533.22
8526.184,8512.05
8525.837,8537.13
8526.143,8524.22
8526.349,8528.67
8526.708,8524.0
8526.947,8529.79
8527.307,8508.26
8526.964,8529.25
8526.938,8524.56
8526.931,8511.75
8526.505,8529.53
8526.454,8520.49
8526.268,8520.52
8526.049,8509.51
8525.416,8531.35
8525.327,8511.74
8524.844,8521.23
8524.526,8522.59
8524.361,8540.7
8524.912,8511.5
8524.909,8509.2
8524.462,8532.02
8524.545,8514.7
8524.323,8528.23
8524.462,8513.51
8524.245,8517.54
8523.96,8535.6
8524.317,8513.21
8524.23,8531.15
8524.56,8472.38
8522.99,8336.55
8515.325,8268.98
8501.352,8151.96
8479.209,8090.979999999999
8450.04,7973.48
8412.723,7920.45
8369.241,7783.35
8317.961,7668.689999999999
8259.059,7592.46
8194.232,7591.42
8127.565,7595.34
8062.135,7608.389999999999
8000.5083,7599.25
7943.4854,7593.92
7891.644,7602.61
7845.7,7608.79
7805.755,7594.91
7771.0,7609.65
7741.743,7599.98
7717.009,7594.84
7696.205,7606.6
7679.3135,7599.89
7665.4937,7611.56
7654.7593,7600.959999999999
7646.1553,7595.35
7639.168,7601.69
7633.787,7599.91
7629.633,7609.14
7626.8403,7590.470000000001
7624.409,7594.42
7622.4624,7607.34
7621.3735,7592.89
7620.3877,7610.82
7620.211,7599.15
7620.124,7588.9
7619.743,7605.75
7619.7993,7592.51
7619.662,7612.0
7620.1523,7592.340000000001
7620.296,7588.18
7620.0527,7601.42
7620.0225,7590.849999999999
7619.7695,7611.84
7620.124,7591.17
7620.114,7602.29
7620.3,7603.18
7620.603,7591.42
7620.5645,7606.48
7620.843,7610.5
7621.475,7592.19
7621.6514,7603.52
7621.9385,7595.51
7621.969,7600.94
7622.038,7602.8
7622.1816,7592.12
7621.9805,7605.12
7622.0503,7591.63
7621.779,7599.28
7621.6196,7591.36
7621.223,7601.14
7621.0356,7597.58
7620.844,7596.57
7620.6655,7609.51
7620.966,7588.89
7620.822,7599.46
7620.7754,7605.89
7621.0117,7597.38
7621.119,7595.84
7621.094,7589.64
7620.7397,7604.420000000001
7620.747,7600.41
7620.826,7589.460000000001
7620.548,7610.34
7620.8027,7592.570000000001
7620.7266,7601.820000000001
7620.802,7594.4400000000005
7620.6963,7596.460000000001
7620.5796,7595.7
7620.4175,7589.65
7619.984,7604.02
7619.921,7600.85
7619.971,7590.44
7619.7275,7611.750000000001
7620.086,7589.03
7619.9814,7603.94
7620.157,7597.470000000001
7620.2466,7590.370000000001
7620.0273,7608.89
7620.288,7589.75
7620.129,7602.77
7620.205,7592.38
7620.039,7607.52
7620.282,7604.169999999999
7620.648,7588.58
7620.533,7605.06
7620.721,7593.45
7620.685,7595.929999999999
7620.569,7601.53
7620.573,7586.95
7620.146,7602.86
7620.0425,7591.989999999999
7619.7383,7611.069999999999
7620.023,7590.59
7619.952,7596.44
7619.889,7592.899999999999
7619.678,7591.58
7619.3076,7607.52
7619.4355,7591.1
7619.266,7604.0
7619.411,7589.85
7619.2285,7600.43
7619.258,7590.13
7619.0146,7599.73
7618.937,7595.249999999999
7618.8164,7594.22
7618.6123,7594.26
7618.3955,7590.09
7618.0156,7604.62
7618.0483,7601.16
7618.236,7594.5
7618.3096,7605.22
7618.689,7590.06
7618.7075,7610.3099999999995
7619.2134,7590.97
7619.2954,7600.19
7619.4473,7598.58
7619.592,7592.92
7619.534,7602.09
7619.674,7587.96
7619.395,7602.84
7619.3877,7588.24
7619.041,7610.67
7619.3174,7594.79
7619.393,7603.15
7619.679,7592.6
7619.688,7603.55
7619.9185,7609.38
7620.468,7599.139999999999
7620.8325,7590.62
7620.8027,7611.42
7621.265,7589.889999999999
7621.2236,7604.29
7621.403,7589.42
7621.119,7608.41
7621.2812,7601.47
7621.455,7604.92
7621.7754,7591.06
7621.6704,7609.66
7621.983,7596.75
7622.0737,7588.42
7621.7124,7603.78
7621.6284,7596.08
7621.429,7610.23
7621.7217,7589.57
7621.533,7603.07
7621.552,7602.81
7621.676,7593.07
7621.502,7610.27
7621.794,7602.47
7622.0864,7594.98
7622.0967,7592.15
7621.8306,7611.399999999999
7622.0767,7596.62
7622.0967,7588.89
7621.6724,7605.63
7621.6177,7607.04
7621.8384,7592.039999999999
7621.6885,7599.54
7621.5645,7605.47
7621.676,7592.99
7621.4727,7600.73
7621.398,7590.72
7621.0093,7606.01
7621.04,7591.89
7620.783,7605.610000000001
7620.8706,7606.16
7621.1826,7590.21
7621.0576,7590.35
7620.642,7594.55
7620.2227,7610.840000000001
7620.392,7590.650000000001
7620.205,7606.46
7620.401,7590.83
7620.2236,7611.25
7620.595,7600.909999999999
7620.915,7605.79
7621.3535,7606.620000000001
7621.9233,7590.35
7621.9717,7605.79
7622.243,7594.84
7622.232,7607.62
7622.465,7589.560000000001
7622.2183,7604.61
7622.2285,7593.580000000001
7621.982,7610.840000000001
7622.1836,7596.45
7622.1577,7592.770000000001
7621.851,7605.69
7621.866,7590.9
7621.4966,7605.46
7621.464,7612.9
7621.9004,7589.360000000001
7621.771,7606.29
7621.912,7592.01
7621.663,7611.219999999999
7621.8994,7595.26
7621.8374,7599.86
7621.817,7599.79
7621.806,7607.21
7622.072,7588.199999999999
7621.815,7601.08
7621.67,7604.97
7621.7363,7590.79
7621.407,7612.1
7621.6646,7590.36
7621.483,7606.07
7621.579,7589.49
7621.2295,7611.71
7621.439,7588.879999999999
7621.1646,7604.96
7621.197,7591.989999999999
7620.922,7600.18
7620.7573,7610.3099999999995
7621.0654,7589.1
7620.881,7592.74
7620.5596,7604.54
7620.5425,7602.92
7620.6733,7590.28
7620.427,7605.079999999999
7620.4976,7599.8
7620.546,7607.39
7620.8657,7591.16
7620.806,7606.17
7621.0586,7590.420000000001
7620.8945,7610.68
7621.232,7605.32
7621.6665,7593.049999999999
7621.69,7604.800000000001
7621.9033,7606.08
7622.2314,7593.84
7622.2065,7604.15
7622.351,7600.62
7622.459,7609.75
7622.8745,7590.95
7622.7847,7607.14
7622.946,7592.94
7622.73,7604.67
7622.739,7599.369999999999
7622.676,7593.11
7622.31,7605.09
7622.223,7611.35
7622.528,7591.04
7622.341,7599.999999999999
7622.2095,7603.740000000001
