prediction,original
2557.4092,2567.15
2557.577,2559.55
2557.582,2564.68
2557.6543,2560.98
2557.6323,2566.36
2557.7324,2560.03
2557.7114,2560.79
2557.6157,2563.21
2557.5422,2561.82
2557.4236,2566.12
2557.454,2559.13
2557.338,2565.04
2557.32,2561.52
2557.2646,2564.77
2557.2979,2566.03
2557.4395,2562.91
2557.549,2559.69
2557.4844,2561.3
2557.385,2563.1300000000006
2557.3071,2566.5800000000004
2557.3506,2558.29
2557.1765,2563.97
2557.1196,2560.8800000000006
2557.0244,2566.1000000000004
2557.1074,2559.26
2557.093,2564.41
2557.2034,2565.52
2557.4722,2560.21
2557.65,2565.3299999999995
2557.9424,2561.48
2558.1553,2564.5
2558.3757,2565.42
2558.618,2558.45
2558.5962,2564.59
2558.6328,2561.0700000000006
2558.5269,2560.74
2558.3083,2564.48
2558.1765,2560.95
2558.006,2563.73
2557.944,2560.95
2557.888,2559.37
2557.7515,2562.23
2557.6372,2562.68
2557.5977,2561.61
2557.5393,2561.76
2557.4954,2562.1699999999996
2557.477,2562.78
2557.4546,2560.67
2557.3794,2564.91
2557.404,2564.39
2557.4885,2558.1899999999996
2557.4062,2563.92
2557.4324,2564.01
2557.5295,2562.68
2557.6265,2562.11
2557.7097,2561.28
2557.7698,2562.78
2557.8794,2559.3900000000003
2557.8967,2563.52
2558.0005,2563.0
2558.134,2564.06
2558.3147,2559.02
2558.3313,2559.4400000000005
2558.2556,2563.26
2558.2178,2561.4500000000003
2558.1323,2565.4800000000005
2558.1736,2557.74
2558.0615,2559.73
2557.8862,2565.16
2557.911,2559.66
2557.8726,2563.04
2557.9287,2565.35
2558.1157,2559.52
2558.1833,2563.2199999999993
2558.2773,2565.42
2558.4446,2564.75
2558.5864,2561.15
2558.5725,2560.55
2558.474,2558.7
2558.2556,2563.7999999999997
2558.16,2559.73
2557.9917,2565.27
2557.9773,2563.77
2558.0122,2563.96
2558.092,2560.72
2558.1255,2565.85
2558.2986,2561.65
2558.4163,2561.04
2558.4329,2561.13
2558.392,2563.63
2558.391,2558.97
2558.2507,2564.5700000000006
2558.2234,2560.89
2558.1885,2563.78
2558.2578,2560.94
2558.3203,2559.49
2558.3196,2565.3299999999995
2558.4517,2559.48
2558.4558,2557.8499999999995
2558.3027,2563.96
2558.24,2564.36
2558.2527,2567.08
2558.4197,2561.28
2558.4758,2562.89
2558.563,2560.66
2558.5835,2566.13
2558.7197,2561.56
2558.7976,2562.8399999999997
2558.8857,2565.3
2559.0593,2560.37
2559.1323,2563.84
2559.2441,2564.8999999999996
2559.4485,2558.78
2559.5264,2562.33
2559.6826,2564.8999999999996
2559.893,2565.87
2560.0625,2560.23
2559.9358,2559.57
2559.5796,2560.5400000000004
2559.1433,2563.07
2558.7822,2561.67
2558.4304,2562.15
2558.1265,2561.37
2557.8691,2566.96
2557.8616,2563.39
2557.9202,2560.46
2557.9226,2565.72
2558.046,2564.74
2558.195,2558.0000000000005
2558.124,2563.05
2558.0994,2562.8
2558.091,2563.96
2558.134,2558.18
2558.0115,2562.43
2557.9297,2564.88
2557.9568,2559.99
2557.8652,2565.6
2557.8794,2560.41
2557.7786,2564.21
2557.783,2562.64
2557.7969,2563.16
2557.842,2559.96
2557.7825,2564.41
2557.802,2558.93
2557.612,2563.26
2557.486,2561.62
2557.381,2561.13
2557.3184,2564.87
2557.4373,2563.2
2557.6152,2558.77
2557.6707,2564.3
2557.8352,2564.03
2558.0344,2566.02
2558.2915,2563.29
2558.491,2558.0500000000006
2558.4312,2564.05
2558.4092,2560.71
2558.2915,2564.24
2558.2556,2557.22
2558.0286,2564.4
2557.9436,2561.31
2557.8438,2565.1400000000003
2557.8684,2562.89
2557.9104,2561.17
2557.935,2565.65
2558.0723,2562.3
2558.1626,2559.32
2558.1575,2559.89
2558.1055,2563.95
2558.1636,2562.7899999999995
2558.2505,2561.92
2558.3254,2562.05
2558.3955,2565.4300000000003
2558.5774,2558.99
2558.5537,2562.83
2558.5325,2561.43
2558.5022,2565.37
2558.6055,2559.3900000000003
2558.5762,2561.91
2558.5366,2563.73
2558.578,2561.94
2558.5928,2560.9
2558.5635,2565.6700000000005
2558.6333,2561.66
2558.6306,2559.06
2558.4797,2563.1300000000006
2558.404,2560.74
2558.2744,2566.45
2558.3604,2558.8599999999997
2558.3193,2563.25
2558.3538,2561.63
2558.3728,2559.7
2558.3079,2562.96
2558.2727,2563.49
2558.3135,2566.0100000000007
2558.5107,2561.1
2558.6226,2563.49
2558.7598,2560.37
2558.7944,2563.2199999999993
2558.8594,2567.2999999999997
2559.0562,2561.96
2559.1306,2558.98
2559.0596,2562.91
2559.0317,2565.29
2559.1152,2559.14
2559.014,2564.17
2558.9644,2560.64
2558.8674,2561.58
2558.774,2564.79
2558.8054,2563.98
2558.892,2560.3899999999994
2558.8765,2566.2899999999995
2558.9878,2561.41
2558.9949,2560.62
2558.923,2561.87
2558.8628,2566.45
2558.9736,2559.4
2558.9622,2562.09
2558.95,2561.38
2558.9048,2565.69
2558.995,2558.52
2558.9114,2563.82
2558.9102,2562.98
2558.9282,2564.0900000000006
2559.0183,2558.87
2558.9553,2561.1
2558.8787,2565.65
2558.9702,2558.59
2558.898,2562.35
2558.8542,2564.6
2558.8726,2560.85
2558.8354,2565.18
2558.9587,2558.07
2558.893,2563.49
2558.894,2560.76
2558.8367,2562.59
2558.79,2561.3499999999995
2558.7278,2559.7699999999995
2558.6003,2565.25
2558.6077,2563.1300000000006
2558.653,2565.92
2558.8313,2560.89
2558.908,2563.78
2558.974,2563.49
2559.0413,2561.4
2559.046,2561.96
2559.0361,2560.5400000000004
2558.9583,2561.59
2558.8826,2564.87
2558.9578,2558.07
2558.8591,2564.82
2558.8882,2559.76
2558.821,2564.98
2558.876,2558.93
2558.8376,2564.15
2558.9277,2566.04
2559.184,2563.18
2559.4185,2559.05
2559.4783,2564.36
2559.5713,2564.24
2559.636,2559.6299999999997
2559.5117,2563.87
2559.4497,2561.87
2559.3518,2561.51
2559.2058,2560.95
2559.0132,2564.87
2559.0156,2563.04
2559.0847,2560.77
2559.123,2564.36
2559.2617,2559.36
2559.2808,2562.8399999999997
2559.344,2565.1
2559.493,2564.1799999999994
2559.6602,2619.63
2561.8237,2681.03
2567.6174,2809.38
2580.4636,2922.93
2602.0068,3000.15
2631.774,3113.94
2670.404,3177.07
2716.2122,3307.1900000000005
2770.1826,3391.19
2830.9792,3494.18
2898.1392,3613.25
2971.67,3680.15
3049.422,3811.63
3132.142,3929.23
3219.5999,3989.5
3309.3833,4112.99
3402.0186,4237.59
3497.792,4296.57
3594.4312,4425.3
3692.951,4493.01
3791.63,4532.48
3888.2776,4535.49
3979.984,4538.0
4064.8716,4536.95
4141.74,4529.24
4209.8315,4538.41
4269.5903,4536.55
4321.1855,4528.78
4364.8794,4526.93
4401.4067,4536.45
4431.9175,4524.4
4456.6045,4525.59
4476.382,4531.49
4492.2236,4523.88
4504.4517,4532.04
4514.015,4521.78
4520.9775,4529.59
4526.167,4521.25
4529.624,4530.86
4532.142,4527.99
4533.8193,4525.75
4534.804,4528.82
4535.368,4521.79
4535.3555,4516.38
4534.7183,4525.96
4534.052,4516.51
4533.0073,4527.09
4532.205,4517.23
4531.233,4523.29
4530.366,4520.19
4529.461,4519.24
4528.5347,4521.22
4527.727,4517.73
4526.8916,4518.48
4526.115,4520.46
4525.4717,4515.64
4524.765,4512.48
4523.9116,4519.55
4523.2275,4517.29
4522.5923,4522.31
4522.247,4516.01
4521.8564,4520.89
4521.662,4512.36
4521.296,4523.87
4521.2573,4516.37
4521.1426,4510.54
4520.763,4515.32
4520.3965,4521.08
4520.2705,4515.33
4520.101,4510.26
4519.697,4518.91
4519.5,4512.56
4519.197,4517.02
4519.0425,4511.11
4518.7695,4512.76
4518.517,4520.0
4518.5483,4520.53
4518.7324,4517.45
4518.8843,4510.71
4518.766,4512.2
4518.55,4520.7
4518.573,4517.7
4518.636,4514.06
4518.608,4511.58
4518.436,4519.53
4518.472,4511.08
4518.361,4511.44
4518.1797,4517.95
4518.188,4517.02
4518.2817,4507.6
4518.0796,4514.39
4517.9644,4512.92
4517.844,4520.4
4517.9976,4514.24
4518.0605,4511.27
4517.965,4514.32
4517.9053,4508.51
4517.6675,4511.06
4517.41,4513.65
4517.2407,4510.61
4516.982,4512.84
4516.7563,4518.71
4516.7744,4508.58
4516.5894,4516.37
4516.5938,4509.19
4516.473,4517.64
4516.549,4506.69
4516.389,4511.28
4516.207,4509.32
4515.936,4515.96
4515.8604,4508.42
4515.6772,4510.81
4515.496,4515.81
4515.487,4507.02
4515.2715,4519.27
4515.3843,4510.93
4515.3926,4509.29
4515.2915,4511.27
4515.1895,4511.94
4515.129,4518.44
4515.326,4510.39
4515.3833,4511.5
4515.364,4507.18
4515.1626,4519.49
4515.297,4508.55
4515.2417,4508.67
4515.0884,4518.72
4515.2505,4507.95
4515.2397,4513.67
4515.3145,4512.72
4515.42,4513.4
4515.563,4506.7
4515.4844,4516.67
4515.585,4507.26
4515.4473,4518.84
4515.587,4510.52
4515.595,4508.01
4515.4434,4517.16
4515.539,4507.7
4515.441,4516.9
4515.567,4508.0
4515.525,4509.51
4515.4463,4516.09
4515.571,4519.79
4515.9434,4514.92
4516.2627,4512.97
4516.52,4508.75
4516.569,4518.82
4516.841,4513.33
4517.0234,4510.64
4517.07,4514.52
4517.1597,4508.07
4517.0264,4511.02
4516.8633,4516.97
4516.936,4516.52
4517.1543,4509.75
4517.201,4517.31
4517.438,4507.51
4517.353,4506.14
4517.017,4512.32
4516.718,4516.04
4516.599,4507.54
4516.313,4506.4
4515.939,4516.36
4515.843,4512.1
4515.7764,4508.52
4515.6387,4518.38
4515.8086,4506.46
4515.763,4516.37
4515.9146,4514.62
4516.1084,4511.55
4516.204,4516.94
4516.427,4507.89
4516.408,4513.17
4516.441,4509.83
4516.3726,4515.39
4516.4395,4511.6
4516.45,4509.6
4516.354,4515.77
4516.409,4514.78
4516.493,4514.42
4516.6396,4509.17
4516.623,4511.72
4516.5903,4514.3
4516.6294,4506.33
4516.423,4519.06
4516.5786,4505.85
4516.4824,4514.59
4516.498,4515.62
4516.5786,4510.25
4516.531,4511.1
4516.4585,4505.18
4516.1875,4515.27
4516.1616,4506.78
4515.9707,4518.17
4516.0933,4516.65
4516.323,4506.53
4516.2695,4515.61
4516.3643,4514.5
4516.502,4506.35
4516.404,4512.84
4516.406,4512.72
4516.4907,4509.07
4516.4766,4515.24
4516.6094,4514.33
4516.798,4505.46
4516.6597,4507.24
4516.3916,4515.93
4516.3716,4508.86
4516.2466,4505.93
4515.938,4518.62
4515.933,4509.66
4515.8315,4508.96
4515.6646,4515.37
4515.6855,4507.33
4515.5786,4513.78
4515.634,4506.83
4515.5366,4511.94
4515.4893,4515.68
4515.6025,4509.43
4515.594,4517.42
4515.836,4505.63
4515.792,4515.41
4515.9473,4508.07
4515.9473,4512.03
4515.946,4517.89
4516.126,4508.0
4516.124,4513.34
4516.2124,4507.43
4516.1235,4514.2
4516.177,4506.99
4516.0317,4504.75
4515.6587,4513.83
4515.4697,4506.17
4515.1323,4515.63
4515.087,4504.37
4514.7856,4514.06
4514.6724,4507.79
4514.4854,4517.28
4514.652,4505.25
4514.5615,4512.17
4514.5674,4507.44
4514.4536,4518.38
4514.6704,4508.5
4514.7314,4507.26
4514.652,4508.55
4514.546,4518.89
4514.787,4505.78
4514.761,4512.42
4514.856,4516.37
4515.1675,4505.4
4515.2095,4514.39
4515.399,4514.69
4515.7026,4505.87
4515.7773,4515.98
4516.0293,4508.05
4516.079,4513.13
4516.1807,4515.1
4516.348,4505.91
4516.2295,4514.12
4516.2393,4513.13
4516.35,4507.25
4516.309,4514.2
4516.3647,4513.95
4516.4717,4506.84
4516.3403,4511.16
4516.231,4510.4
4516.161,4512.96
4516.225,4518.73
4516.587,4505.63
4516.649,4506.77
4516.5215,4514.32
4516.5376,4507.97
4516.409,4518.0
4516.564,4511.94
4516.674,4505.57
4516.487,4512.29
4516.3804,4506.74
4516.1743,4510.25
4516.0913,4512.42
4516.1714,4505.25
4516.091,4508.18
4515.973,4515.4
4516.0845,4510.71
4516.178,4514.87
4516.397,4506.43
4516.4463,4515.6
4516.6772,4514.54
4516.972,4512.67
4517.2065,4516.68
4517.5864,4512.02
4517.8823,4506.93
4517.911,4518.18
4518.1665,4504.18
4518.082,4509.06
4517.956,4515.86
4518.0063,4510.19
4517.9224,4517.44
4517.9775,4508.14
4517.7354,4508.03
4517.3145,4515.86
4517.0684,4516.26
4517.001,4506.73
4516.768,4507.97
4516.48,4518.0
4516.537,4575.07
4518.8945,4694.89
4527.2617,4753.24
4541.733,4882.12
4564.804,4944.32
4595.384,5066.25
4634.6934,5191.98
4683.2803,5251.87
4738.827,5381.28
4802.049,5447.72
4870.764,5576.31
4945.638,5683.89
5025.98,5756.5
5109.8438,5882.05
5197.7847,5941.38
5287.507,6061.07
5379.674,6127.76
5472.561,6243.83
5566.8853,6379.11
5663.667,6441.420000000001
5760.873,6561.109999999999
5859.2573,6676.18
5959.0664,6764.03
6059.4316,6882.63
6160.8755,6983.93
6263.0186,7075.24
6365.199,7196.41
6468.134,7243.78
6569.482,7367.65
6670.603,7494.74
6772.431,7566.73
6873.6016,7686.79
6975.013,7780.09
7076.178,7873.62
7176.811,7999.63
7277.979,8060.35
7377.9478,8191.62
7478.2,8311.44
7579.196,8376.52
7679.2324,8494.84
7779.226,8608.16
7879.522,8688.4
7979.1626,8809.49
8078.9785,8865.71
8177.2153,8998.73
8275.431,9088.06
8373.078,9167.22
8469.567,9301.46
8566.375,9369.43
8662.142,9496.37
8758.1875,9555.92
8852.831,9577.99
8943.749,9584.61
9028.962,9574.23
9106.681,9573.15
9176.263,9592.15
9238.238,9592.28
9292.616,9571.78
9338.991,9582.74
9378.48,9578.08
9411.4795,9597.03
9439.408,9576.65
9462.054,9570.88
9480.063,9583.84
9494.636,9566.46
9505.597,9589.68
9514.5205,9583.33
9521.471,9573.0
9526.455,9579.62
9530.18,9570.01
9532.54,9582.77
9534.272,9561.34
9534.717,9566.6
9534.452,9576.69
9534.102,9561.72
9533.2,9585.64
9532.818,9560.56
9531.84,9576.27
9531.11,9561.75
9529.992,9561.6
9528.737,9579.31
9528.035,9557.94
9526.981,9569.92
9526.18,9554.17
9524.939,9576.34
9524.255,9570.13
9523.752,9553.85
9522.884,9571.67
9522.361,9559.16
9521.675,9573.55
9521.44,9551.85
9520.722,9570.13
9520.341,9559.11
9519.785,9552.83
9518.979,9577.14
9518.903,9556.19
9518.53,9566.67
9518.347,9552.88
9517.8,9576.02
9517.9,9548.85
9517.475,9566.19
9517.368,9560.83
9517.248,9556.08
9516.951,9574.15
9517.151,9555.02
9517.003,9567.22
9517.109,9548.84
9516.7295,9559.97
9516.424,9563.42
9516.245,9554.91
9515.915,9564.04
9515.814,9547.51
9515.29,9546.6
9514.438,9562.86
9514.006,9553.4
9513.539,9555.05
9513.092,9560.11
9512.842,9563.79
9512.876,9543.16
9512.402,9556.48
9512.059,9563.01
9512.061,9565.67
9512.382,9544.62
9512.184,9565.29
9512.391,9544.69
9512.098,9564.8
9512.24,9548.39
9512.065,9563.21
9512.226,9548.16
9511.996,9570.65
9512.353,9553.13
9512.478,9546.0
9512.192,9548.71
9511.784,9555.52
9511.494,9564.77
9511.575,9564.64
9511.938,9555.58
9512.205,9565.17
9512.732,9562.26
9513.232,9544.75
9513.108,9570.52
9513.481,9548.36
9513.368,9557.92
9513.283,9558.36
9513.225,9568.05
9513.599,9562.99
9513.982,9543.98
9513.71,9544.67
9513.132,9561.9
9512.939,9544.83
9512.385,9547.45
9511.658,9563.26
9511.419,9545.06
9510.883,9571.8
9511.076,9545.58
9510.844,9556.73
9510.808,9541.83
9510.319,9558.06
9510.173,9549.89
9509.902,9552.31
9509.677,9550.95
9509.495,9568.22
9509.925,9540.84
9509.727,9562.22
9509.892,9544.5
9509.64,9567.89
9509.988,9544.97
9509.905,9559.18
9510.083,9543.21
9509.854,9570.52
9510.343,9542.53
9510.239,9549.27
9509.97,9550.99
9509.656,9551.12
9509.344,9547.96
9508.965,9558.67
9508.966,9541.89
9508.633,9565.78
9508.918,9541.46
9508.713,9552.07
9508.578,9544.47
9508.167,9553.17
9507.921,9559.46
9508.046,9541.0
9507.772,9562.6
9508.022,9546.74
9508.021,9554.06
9508.142,9555.15
9508.383,9540.34
9508.1045,9554.95
9508.018,9540.87
9507.5625,9550.79
9507.263,9560.6
9507.45,9550.74
9507.577,9568.01
9508.278,9540.91
9508.338,9561.12
9508.774,9549.4
9508.9795,9548.08
9509.016,9541.22
9508.628,9559.94
9508.633,9544.22
9508.305,9569.07
9508.669,9545.55
9508.683,9549.43
9508.656,9550.5
9508.607,9567.24
9509.155,9555.41
9509.571,9549.55
9509.746,9551.0
9509.792,9567.28
9510.307,9541.59
9510.26,9553.74
9510.267,9541.77
9509.82,9567.54
9509.973,9541.08
9509.632,9556.15
9509.501,9542.46
9509.011,9563.53
9509.076,9537.78
9508.58,9553.01
9508.28,9552.77
9508.09,9544.73
9507.774,9567.66
9508.16,9553.89
9508.529,9549.62
9508.768,9549.32
9508.833,9567.37
9509.439,9559.84
9510.098,9538.73
9510.074,9564.07
9510.508,9541.5
9510.307,9555.78
9510.304,9547.21
9510.074,9567.72
9510.43,9551.67
9510.569,9549.0
9510.464,9545.08
9510.037,9552.56
9509.737,9548.66
9509.373,9540.32
9508.734,9565.41
9508.749,9558.36
9508.996,9541.59
9508.825,9547.4
9508.515,9558.69
9508.531,9548.28
9508.41,9557.71
9508.557,9540.5
9508.228,9561.71
9508.4,9558.89
9508.7295,9540.59
9508.523,9544.08
9508.216,9561.68
9508.395,9542.16
9508.195,9544.6
9507.879,9539.82
9507.233,9561.51
9507.19,9540.56
9506.749,9556.66
9506.668,9556.18
9506.806,9567.18
9507.538,9538.57
9507.66,9558.99
9508.104,9539.5
9507.969,9555.58
9508.031,9565.1
9508.525,9546.26
9508.633,9555.28
9508.884,9541.9
9508.713,9561.55
9508.971,9543.1
9508.806,9555.91
9508.858,9557.96
9509.154,9550.81
9509.319,9544.69
9509.148,9541.39
9508.725,9567.71
9509.002,9539.68
9508.698,9550.84
9508.478,9562.64
9508.754,9543.74
9508.682,9540.32
9508.242,9549.26
9507.906,9546.4
9507.546,9567.42
9507.903,9544.51
9507.89,9559.66
9508.195,9543.78
9508.123,9553.98
9508.217,9569.55
9508.939,9559.37
9509.648,9557.94
9510.344,9540.2
9510.358,9568.57
9510.905,9550.56
9511.134,9539.14
9510.778,9560.71
9510.825,9541.87
9510.483,9562.88
9510.649,9559.05
9510.95,9540.75
9510.679,9551.35
9510.451,9540.45
9509.865,9561.26
9509.799,9546.65
9509.545,9556.05
9509.528,9545.28
9509.238,9554.45
9509.101,9566.54
9509.501,9541.0
9509.352,9556.88
9509.468,9540.67
9509.196,9561.72
9509.392,9545.42
9509.287,9557.81
9509.449,9549.24
9509.455,9547.34
9509.275,9567.71
9509.656,9540.94
9509.482,9560.33
9509.669,9542.74
9509.459,9550.53
9509.241,9569.2
9509.676,9546.33
9509.757,9553.75
9509.906,9548.89
9509.913,9552.27
9509.931,9563.95
9510.39,9541.3
9510.262,9548.44
9510.011,9557.66
9509.981,9540.23
9509.495,9565.98
9509.695,9543.94
9509.482,9546.35
9509.13,9554.92
9508.991,9548.04
9508.728,9564.13
9509.018,9540.06
9508.828,9549.15
9508.663,9558.99
9508.807,9553.54
9508.978,9557.06
9509.268,9540.78
9509.052,9559.53
9509.174,9542.31
9508.916,9560.33
9509.119,9563.5
9509.692,9542.91
9509.749,9542.45
9509.466,9559.97
9509.505,9542.19
9509.154,9560.93
9509.231,9539.47
9508.812,9554.64
9508.643,9549.64
9508.469,9539.74
9507.97,9564.62
9508.114,9548.5
9508.108,9545.66
9507.971,9560.43
9508.248,9544.36
9508.178,9568.32
9508.746,9543.2
9508.8,9559.06
9509.155,9541.09
9509.034,9561.72
9509.369,9568.47
9510.204,9546.34
9510.527,9543.07
9510.393,9558.17
9510.516,9540.34
9510.147,9560.82
9510.209,9544.9
9510.003,9557.89
9510.093,9543.57
9509.854,9551.47
9509.655,9564.18
9509.91,9545.07
9509.802,9542.13
9509.438,9553.93
9509.245,9548.84
9509.004,9560.78
9509.175,9541.32
9508.897,9556.19
9508.904,9540.67
9508.549,9560.55
9508.708,9566.37
9509.362,9553.26
9509.857,9541.95
9509.878,9555.28
9510.005,9566.63
9510.54,9540.9
9510.428,9559.47
9510.587,9547.01
9510.498,9544.71
9510.218,9565.36
9510.51,9544.38
9510.386,9555.47
9510.436,9540.68
9510.007,9569.31
9510.304,9540.43
9510.026,9548.81
9509.726,9556.92
9509.701,9540.39
9509.262,9557.62
9509.229,9545.98
9508.966,9544.59
9508.569,9556.71
9508.485,9546.76
9508.293,9565.58
9508.684,9541.23
9508.633,9550.47
9508.64,9558.77
9508.922,9539.77
9508.692,9564.97
9509.036,9538.38
9508.802,9553.55
9508.725,9550.18
9508.61,9548.66
9508.479,9564.76
9508.926,9537.06
9508.746,9559.61
9509.018,9550.45
9509.173,9541.95
9508.916,9547.5
9508.63,9553.68
9508.537,9550.43
9508.412,9555.56
9508.462,9567.2
9509.036,9542.04
9509.061,9545.4
9508.899,9559.11
9509.111,9540.1
9508.884,9560.06
9509.0205,9538.23
9508.646,9560.36
9508.755,9538.96
9508.354,9568.75
9508.715,9552.29
9508.996,9555.7
9509.362,9542.2
9509.287,9545.26
9509.07,9554.85
9509.075,9558.55
9509.287,9545.57
9509.168,9565.6
9509.5625,9541.26
9509.429,9558.23
9509.573,9553.27
9509.739,9566.04
9510.349,9550.68
9510.688,9545.1
9510.629,9554.93
9510.682,9566.52
9511.225,9546.42
9511.357,9558.99
