time,Ng,GenPCal
2021-11-02 13:36:08.400,13002.18,9530.73
2021-11-02 13:36:11.537,13001.4,9525.07
2021-11-02 13:36:14.580,13008.07,9548.23
2021-11-02 13:36:17.580,13002.19,9531.52
2021-11-02 13:36:20.580,12996.89,9523.35
2021-11-02 13:36:24.140,13013.85,9519.88
2021-11-02 13:36:27.460,13010.29,9550.56
2021-11-02 13:36:30.560,13009.86,9520.45
2021-11-02 13:36:34.300,13003.19,9523.88
2021-11-02 13:36:37.560,13004.05,9546.36
2021-11-02 13:36:40.577,13011.53,9535.78
2021-11-02 13:36:44.280,13004.54,9539.47
2021-11-02 13:36:47.557,13002.25,9525.66
2021-11-02 13:36:51.060,13008.71,9524.72
2021-11-02 13:36:54.360,13010.32,9540.51
2021-11-02 13:36:57.537,13009.16,9520.98
2021-11-02 13:37:01.120,13012.46,9533.25
2021-11-02 13:37:04.557,13003.3,9542.17
2021-11-02 13:37:08.060,12999.83,9412.66
2021-11-02 13:37:11.117,12989.46,9296.24
2021-11-02 13:37:14.480,12973.18,9233.87
2021-11-02 13:37:17.560,12958.23,9118.26
2021-11-02 13:37:20.560,12943.0,9045.28
2021-11-02 13:37:23.557,12938.57,8944.37
2021-11-02 13:37:26.960,12932.3,8860.58
2021-11-02 13:37:30.080,12913.13,8756.44
2021-11-02 13:37:33.280,12900.28,8630.99
2021-11-02 13:37:36.560,12892.91,8547.87
2021-11-02 13:37:39.560,12880.03,8427.98
2021-11-02 13:37:43.297,12864.84,8318.33
2021-11-02 13:37:46.560,12847.95,8250.52
2021-11-02 13:37:49.560,12831.86,8123.34
2021-11-02 13:37:52.997,12823.68,8052.87
2021-11-02 13:37:56.097,12811.49,7938.31
2021-11-02 13:37:59.200,12797.24,7819.78
2021-11-02 13:38:02.300,12785.26,7744.67
2021-11-02 13:38:05.380,12766.86,7629.11
2021-11-02 13:38:08.560,12750.48,7578.01
2021-11-02 13:38:12.017,12738.73,7454.06
2021-11-02 13:38:15.340,12728.03,7330.24
2021-11-02 13:38:18.560,12709.59,7261.09
2021-11-02 13:38:21.557,12700.49,7155.02
2021-11-02 13:38:25.020,12685.18,7073.42
2021-11-02 13:38:28.160,12674.27,6963.55
2021-11-02 13:38:31.260,12652.63,6840.11
2021-11-02 13:38:34.437,12643.02,6776.38
2021-11-02 13:38:37.557,12626.91,6635.16
2021-11-02 13:38:40.557,12607.97,6580.06
2021-11-02 13:38:43.557,12597.58,6470.54
2021-11-02 13:38:46.940,12582.34,6397.26
2021-11-02 13:38:50.020,12563.29,6263.78
2021-11-02 13:38:53.157,12547.85,6167.74
2021-11-02 13:38:56.437,12527.27,6107.34
2021-11-02 13:38:59.560,12519.45,5986.91
2021-11-02 13:39:03.020,12505.65,5916.75
2021-11-02 13:39:06.120,12486.9,5785.24
2021-11-02 13:39:09.280,12468.43,5666.92
2021-11-02 13:39:12.357,12455.22,5607.43
2021-11-02 13:39:15.497,12442.49,5551.29
2021-11-02 13:39:18.557,12439.7,5538.76
2021-11-02 13:39:21.557,12443.26,5550.82
2021-11-02 13:39:25.217,12455.22,5540.25
2021-11-02 13:39:28.517,12461.47,5540.46
2021-11-02 13:39:31.560,12461.41,5547.72
2021-11-02 13:39:34.957,12459.4,5542.87
2021-11-02 13:39:38.077,12456.36,5552.77
2021-11-02 13:39:41.177,12455.12,5543.52
2021-11-02 13:39:44.320,12456.48,5536.71
2021-11-02 13:39:47.457,12461.01,5546.55
2021-11-02 13:39:50.557,12456.34,5539.89
2021-11-02 13:39:53.557,12461.16,5551.7
2021-11-02 13:39:56.557,12461.16,5536.08
2021-11-02 13:39:59.957,12459.14,5547.45
2021-11-02 13:40:03.117,12455.33,5536.76
2021-11-02 13:40:06.397,12455.72,5550.14
2021-11-02 13:40:09.560,12455.07,5538.22
2021-11-02 13:40:12.557,12453.68,5539.99
2021-11-02 13:40:15.557,12455.49,5547.28
2021-11-02 13:40:18.557,12461.34,5536.3
2021-11-02 13:40:22.037,12456.36,5545.99
2021-11-02 13:40:25.177,12458.98,5537.76
2021-11-02 13:40:28.320,12461.44,5543.6
2021-11-02 13:40:31.420,12455.36,5536.61
2021-11-02 13:40:34.557,12455.09,5544.97
2021-11-02 13:40:37.557,12455.12,5549.76
2021-11-02 13:40:41.157,12460.85,5541.35
2021-11-02 13:40:44.217,12458.55,5537.18
2021-11-02 13:40:47.317,12455.17,5544.12
2021-11-02 13:40:50.400,12452.37,5549.48
2021-11-02 13:40:53.497,12455.12,5534.34
2021-11-02 13:40:56.557,12455.13,5544.67
2021-11-02 13:40:59.557,12454.88,5542.13
2021-11-02 13:41:02.557,12456.8,5534.83
2021-11-02 13:41:06.080,12448.85,5548.34
2021-11-02 13:41:09.237,12448.71,5538.25
2021-11-02 13:41:12.357,12451.64,5535.18
2021-11-02 13:41:15.557,12455.06,5540.04
2021-11-02 13:41:18.957,12454.95,5550.55
2021-11-02 13:41:22.057,12452.39,5538.04
2021-11-02 13:41:25.337,12454.6,5543.62
2021-11-02 13:41:28.457,12458.97,5534.55
2021-11-02 13:41:31.557,12454.94,5548.88
2021-11-02 13:41:35.117,12454.92,5534.89
2021-11-02 13:41:38.217,12452.86,5542.71
2021-11-02 13:41:41.297,12449.34,5544.16
2021-11-02 13:41:44.557,12448.98,5538.3
2021-11-02 13:41:47.557,12448.88,5549.27
2021-11-02 13:41:51.097,12448.77,5539.37
2021-11-02 13:41:54.377,12448.76,5539.81
2021-11-02 13:41:57.437,12453.18,5539.98
2021-11-02 13:42:00.557,12454.58,5548.49
2021-11-02 13:42:03.557,12450.77,5538.39
2021-11-02 13:42:06.557,12454.64,5535.79
2021-11-02 13:42:10.097,12451.8,5534.9
2021-11-02 13:42:13.217,12448.75,5542.36
2021-11-02 13:42:16.317,12447.86,5549.29
2021-11-02 13:42:19.397,12448.75,5539.21
2021-11-02 13:42:22.537,12446.93,5534.57
2021-11-02 13:42:25.557,12449.31,5544.46
2021-11-02 13:42:28.977,12455.28,5549.92
2021-11-02 13:42:32.057,12455.13,5536.1
2021-11-02 13:42:35.217,12456.01,5535.24
2021-11-02 13:42:38.337,12454.37,5540.88
2021-11-02 13:42:41.437,12448.76,5545.24
2021-11-02 13:42:44.537,12448.85,5545.63
2021-11-02 13:42:47.557,12449.43,5533.45
2021-11-02 13:42:50.557,12451.48,5542.15
2021-11-02 13:42:53.557,12455.01,5541.96
2021-11-02 13:42:57.217,12455.02,5548.46
2021-11-02 13:43:00.497,12448.83,5535.25
2021-11-02 13:43:03.537,12448.76,5542.27
2021-11-02 13:43:06.537,12447.44,5544.17
2021-11-02 13:43:09.537,12448.49,5534.73
2021-11-02 13:43:12.937,12448.76,5544.86
2021-11-02 13:43:16.057,12448.76,5532.52
2021-11-02 13:43:19.137,12448.73,5543.14
2021-11-02 13:43:22.237,12442.93,5544.24
2021-11-02 13:43:25.337,12448.75,5535.17
2021-11-02 13:43:28.437,12453.74,5543.21
2021-11-02 13:43:31.537,12450.7,5538.85
2021-11-02 13:43:34.997,12452.17,5534.66
2021-11-02 13:43:38.097,12449.72,5548.81
2021-11-02 13:43:41.357,12449.75,5533.97
2021-11-02 13:43:44.457,12449.87,5544.39
2021-11-02 13:43:47.557,12449.21,5537.72
2021-11-02 13:43:50.557,12446.63,5533.8
2021-11-02 13:43:53.557,12443.28,5540.01
2021-11-02 13:43:56.557,12445.49,5549.17
2021-11-02 13:44:00.097,12444.36,5532.42
2021-11-02 13:44:03.357,12448.85,5546.25
2021-11-02 13:44:06.557,12448.66,5535.24
2021-11-02 13:44:09.537,12447.33,5543.23
2021-11-02 13:44:12.557,12445.3,5549.26
2021-11-02 13:44:15.937,12443.21,5545.15
2021-11-02 13:44:19.017,12446.32,5542.87
2021-11-02 13:44:22.117,12442.4,5542.43
2021-11-02 13:44:25.237,12443.31,5535.57
2021-11-02 13:44:28.337,12441.01,5544.73
2021-11-02 13:44:31.457,12443.18,5541.42
2021-11-02 13:44:34.537,12446.74,5544.19
2021-11-02 13:44:37.537,12448.75,5534.27
2021-11-02 13:44:40.957,12449.49,5538.55
2021-11-02 13:44:44.197,12448.8,5537.59
2021-11-02 13:44:47.317,12446.86,5546.16
2021-11-02 13:44:50.397,12442.4,5538.4
2021-11-02 13:44:53.497,12446.14,5537.16
2021-11-02 13:44:56.537,12442.8,5548.23
2021-11-02 13:44:59.537,12444.0,5541.45
2021-11-02 13:45:02.537,12444.49,5535.32
2021-11-02 13:45:06.077,12446.16,5536.12
2021-11-02 13:45:09.237,12448.09,5550.03
2021-11-02 13:45:12.537,12448.75,5533.81
2021-11-02 13:45:15.557,12449.29,5543.07
2021-11-02 13:45:19.077,12448.75,5548.28
2021-11-02 13:45:22.157,12447.91,5544.2
2021-11-02 13:45:25.257,12448.61,5533.58
2021-11-02 13:45:28.397,12448.2,5542.41
2021-11-02 13:45:31.477,12448.75,5533.42
2021-11-02 13:45:34.537,12446.73,5541.22
2021-11-02 13:45:37.537,12443.44,5546.78
2021-11-02 13:45:40.537,12447.62,5546.19
2021-11-02 13:45:43.537,12448.75,5532.64
2021-11-02 13:45:47.177,12450.56,5534.6
2021-11-02 13:45:50.277,12448.76,5548.44
2021-11-02 13:45:53.537,12448.75,5534.19
2021-11-02 13:45:56.537,12444.88,5535.02
2021-11-02 13:45:59.937,12448.18,5545.13
2021-11-02 13:46:03.197,12443.8,5548.06
2021-11-02 13:46:06.457,12451.73,5533.32
2021-11-02 13:46:09.537,12448.77,5545.85
2021-11-02 13:46:12.537,12449.38,5537.86
2021-11-02 13:46:15.537,12442.57,5533.5
2021-11-02 13:46:18.537,12442.4,5539.13
2021-11-02 13:46:21.997,12442.4,5544.38
2021-11-02 13:46:25.257,12441.86,5533.82
2021-11-02 13:46:28.497,12440.23,5545.06
2021-11-02 13:46:31.537,12442.4,5535.09
2021-11-02 13:46:34.497,12448.05,5546.7
2021-11-02 13:46:37.497,12448.69,5540.7
2021-11-02 13:46:40.977,12448.35,5545.41
2021-11-02 13:46:44.097,12445.28,5534.59
2021-11-02 13:46:47.197,12443.97,5542.65
2021-11-02 13:46:50.277,12441.93,5547.9
2021-11-02 13:46:53.397,12442.17,5537.35
2021-11-02 13:46:56.517,12442.24,5538.22
2021-11-02 13:46:59.537,12443.71,5536.63
2021-11-02 13:47:02.537,12445.8,5548.54
2021-11-02 13:47:05.537,12448.84,5535.55
2021-11-02 13:47:08.977,12446.74,5543.94
2021-11-02 13:47:12.077,12444.33,5540.95
2021-11-02 13:47:15.177,12443.21,5534.08
2021-11-02 13:47:18.277,12441.51,5543.61
2021-11-02 13:47:21.377,12442.4,5539.94
2021-11-02 13:47:24.517,12443.63,5539.71
2021-11-02 13:47:27.537,12445.62,5539.84
2021-11-02 13:47:30.537,12447.58,5538.45
2021-11-02 13:47:33.537,12447.51,5549.61
2021-11-02 13:47:36.957,12442.58,5533.46
2021-11-02 13:47:40.037,12442.66,5541.2
2021-11-02 13:47:43.097,12439.82,5544.87
2021-11-02 13:47:46.197,12442.8,5532.79
2021-11-02 13:47:49.297,12448.41,5548.41
2021-11-02 13:47:52.377,12441.45,5534.29
2021-11-02 13:47:55.477,12442.59,5537.55
2021-11-02 13:47:58.537,12439.19,5544.02
2021-11-02 13:48:01.537,12442.18,5540.17
2021-11-02 13:48:04.537,12446.5,5536.53
2021-11-02 13:48:07.937,12447.68,5533.32
2021-11-02 13:48:11.057,12442.88,5544.6
2021-11-02 13:48:14.157,12444.54,5535.88
2021-11-02 13:48:17.257,12442.41,5540.76
2021-11-02 13:48:20.337,12436.74,5547.09
2021-11-02 13:48:23.437,12442.39,5535.22
2021-11-02 13:48:26.537,12439.14,5541.9
2021-11-02 13:48:29.557,12442.84,5537.16
2021-11-02 13:48:32.537,12444.21,5539.49
2021-11-02 13:48:35.957,12441.61,5537.4
2021-11-02 13:48:39.057,12442.4,5535.46
2021-11-02 13:48:42.157,12446.75,5542.01
2021-11-02 13:48:45.257,12440.8,5535.82
2021-11-02 13:48:48.357,12442.74,5548.93
2021-11-02 13:48:51.417,12440.2,5537.41
2021-11-02 13:48:54.517,12436.35,5530.38
2021-11-02 13:48:57.537,12436.38,5537.28
2021-11-02 13:49:00.537,12439.99,5544.35
2021-11-02 13:49:03.537,12440.94,5534.21
2021-11-02 13:49:06.977,12438.54,5547.18
2021-11-02 13:49:10.057,12442.36,5533.37
2021-11-02 13:49:13.157,12442.39,5545.77
2021-11-02 13:49:16.257,12442.7,5533.43
2021-11-02 13:49:19.357,12443.09,5548.15
2021-11-02 13:49:22.437,12442.4,5532.95
2021-11-02 13:49:25.537,12442.4,5536.68
2021-11-02 13:49:28.557,12441.37,5541.71
2021-11-02 13:49:31.557,12442.24,5538.65
2021-11-02 13:49:34.937,12441.6,5534.33
2021-11-02 13:49:38.017,12442.43,5534.04
2021-11-02 13:49:41.137,12444.04,5542.09
2021-11-02 13:49:44.237,12442.4,5535.35
2021-11-02 13:49:47.337,12442.42,5539.5
2021-11-02 13:49:50.417,12443.44,5546.48
2021-11-02 13:49:53.517,12448.59,5534.22
2021-11-02 13:49:56.537,12442.34,5535.48
2021-11-02 13:49:59.537,12441.29,5544.75
2021-11-02 13:50:02.537,12442.8,5536.54
2021-11-02 13:50:05.537,12442.4,5532.8
2021-11-02 13:50:09.017,12442.83,5548.04
2021-11-02 13:50:12.097,12440.86,5533.96
2021-11-02 13:50:15.217,12442.39,5536.62
2021-11-02 13:50:18.297,12443.24,5542.47
2021-11-02 13:50:21.437,12443.79,5537.98
2021-11-02 13:50:24.537,12442.42,5545.48
2021-11-02 13:50:27.537,12441.62,5534.92
2021-11-02 13:50:30.537,12442.4,5532.87
2021-11-02 13:50:34.037,12442.4,5542.41
2021-11-02 13:50:37.137,12442.72,5537.7
2021-11-02 13:50:40.237,12443.76,5546.78
2021-11-02 13:50:43.317,12442.4,5537.9
2021-11-02 13:50:46.417,12441.79,5535.76
2021-11-02 13:50:49.517,12439.22,5547.1
2021-11-02 13:50:52.537,12437.36,5538.45
2021-11-02 13:50:55.537,12441.37,5536.53
2021-11-02 13:50:58.537,12442.4,5548.52
2021-11-02 13:51:01.537,12447.51,5534.99
2021-11-02 13:51:05.057,12439.22,5542.87
2021-11-02 13:51:08.117,12443.83,5534.6
2021-11-02 13:51:11.197,12442.43,5545.75
2021-11-02 13:51:14.317,12442.42,5543.49
2021-11-02 13:51:17.397,12445.18,5536.03
2021-11-02 13:51:20.537,12444.61,5534.93
2021-11-02 13:51:23.557,12448.76,5545.39
2021-11-02 13:51:26.557,12444.76,5546.02
2021-11-02 13:51:29.537,12441.17,5539.93
2021-11-02 13:51:32.977,12442.04,5536.5
2021-11-02 13:51:36.077,12441.69,5544.68
2021-11-02 13:51:39.157,12438.67,5539.12
2021-11-02 13:51:42.277,12441.71,5546.86
2021-11-02 13:51:45.377,12446.82,5534.06
2021-11-02 13:51:48.477,12444.9,5543.07
2021-11-02 13:51:51.537,12443.45,5533.89
2021-11-02 13:51:54.497,12448.75,5547.19
2021-11-02 13:51:57.517,12448.75,5537.85
2021-11-02 13:52:00.497,12446.21,5533.77
2021-11-02 13:52:04.057,12446.7,5535.69
2021-11-02 13:52:07.157,12448.09,5535.5
2021-11-02 13:52:10.257,12442.96,5543.15
2021-11-02 13:52:13.357,12442.39,5548.22
2021-11-02 13:52:16.437,12442.39,5533.69
2021-11-02 13:52:19.497,12443.05,5539.9
2021-11-02 13:52:22.537,12442.81,5539.02
2021-11-02 13:52:25.537,12448.75,5536.72
2021-11-02 13:52:28.537,12448.75,5546.85
2021-11-02 13:52:31.937,12448.25,5540.21
2021-11-02 13:52:35.037,12448.75,5541.83
2021-11-02 13:52:38.137,12442.85,5534.08
2021-11-02 13:52:41.237,12442.37,5537.99
2021-11-02 13:52:44.317,12442.39,5547.14
2021-11-02 13:52:47.417,12442.58,5540.08
2021-11-02 13:52:50.537,12440.89,5532.41
2021-11-02 13:52:53.537,12442.38,5543.22
2021-11-02 13:52:56.537,12442.39,5537.97
2021-11-02 13:52:59.537,12444.21,5534.39
2021-11-02 13:53:02.997,12444.55,5537.26
2021-11-02 13:53:06.097,12448.59,5541.67
2021-11-02 13:53:09.177,12448.96,5534.76
2021-11-02 13:53:12.277,12448.15,5548.11
2021-11-02 13:53:15.377,12447.79,5538.68
2021-11-02 13:53:18.537,12445.56,5537.57
2021-11-02 13:53:21.537,12442.66,5544.65
2021-11-02 13:53:24.537,12442.52,5543.03
2021-11-02 13:53:28.177,12442.38,5545.85
2021-11-02 13:53:31.237,12442.4,5547.91
2021-11-02 13:53:34.337,12443.17,5532.06
2021-11-02 13:53:37.437,12448.96,5538.4
2021-11-02 13:53:40.537,12448.76,5548.57
2021-11-02 13:53:43.537,12448.75,5540.34
2021-11-02 13:53:47.057,12447.68,5538.82
2021-11-02 13:53:50.157,12443.23,5543.91
2021-11-02 13:53:53.417,12442.42,5534.45
2021-11-02 13:53:56.497,12442.4,5540.8
2021-11-02 13:53:59.537,12441.75,5547.61
2021-11-02 13:54:02.977,12448.74,5540.94
2021-11-02 13:54:06.077,12448.85,5534.67
2021-11-02 13:54:09.197,12449.08,5547.76
2021-11-02 13:54:12.417,12445.33,5533.17
2021-11-02 13:54:15.537,12448.69,5539.07
2021-11-02 13:54:18.937,12442.39,5544.84
2021-11-02 13:54:22.177,12444.67,5537.48
2021-11-02 13:54:25.437,12442.53,5546.91
2021-11-02 13:54:28.537,12441.99,5531.84
2021-11-02 13:54:32.017,12448.68,5534.64
2021-11-02 13:54:35.277,12448.41,5540.19
2021-11-02 13:54:38.537,12449.07,5544.77
2021-11-02 13:54:41.537,12452.84,5536.87
2021-11-02 13:54:45.017,12448.74,5547.93
2021-11-02 13:54:48.277,12443.06,5537.37
2021-11-02 13:54:51.537,12443.34,5537.65
2021-11-02 13:54:54.537,12442.81,5545.44
2021-11-02 13:54:57.537,12446.76,5536.25
2021-11-02 13:55:01.177,12445.24,5549.29
2021-11-02 13:55:04.497,12443.43,5533.47
2021-11-02 13:55:07.557,12440.42,5537.99
2021-11-02 13:55:10.557,12441.98,5542.92
2021-11-02 13:55:13.557,12443.23,5533.41
2021-11-02 13:55:17.237,12444.49,5531.49
2021-11-02 13:55:20.497,12441.19,5542.72
2021-11-02 13:55:23.537,12436.73,5541.69
2021-11-02 13:55:27.057,12440.04,5542.42
2021-11-02 13:55:30.317,12442.39,5536.63
2021-11-02 13:55:33.557,12444.95,5543.83
2021-11-02 13:55:36.557,12445.61,5536.57
2021-11-02 13:55:40.117,12445.02,5542.72
2021-11-02 13:55:43.397,12442.72,5535.46
2021-11-02 13:55:46.497,12444.9,5543.98
2021-11-02 13:55:49.557,12442.4,5533.1
2021-11-02 13:55:52.537,12436.52,5539.47
2021-11-02 13:55:55.937,12438.64,5548.47
2021-11-02 13:55:59.017,12442.4,5533.76
2021-11-02 13:56:02.137,12445.12,5540.68
2021-11-02 13:56:05.457,12442.4,5544.57
2021-11-02 13:56:08.537,12448.57,5542.3
2021-11-02 13:56:11.537,12448.05,5533.3
2021-11-02 13:56:15.077,12442.72,5535.49
2021-11-02 13:56:18.157,12443.87,5541.66
2021-11-02 13:56:21.257,12442.29,5545.22
2021-11-02 13:56:24.357,12445.14,5532.74
2021-11-02 13:56:27.557,12436.72,5540.72
2021-11-02 13:56:30.557,12442.39,5543.33
2021-11-02 13:56:33.557,12442.07,5532.76
2021-11-02 13:56:36.977,12442.39,5546.6
2021-11-02 13:56:40.257,12442.26,5535.09
2021-11-02 13:56:43.557,12442.2,5540.67
2021-11-02 13:56:46.557,12441.12,5534.58
2021-11-02 13:56:50.057,12444.01,5536.89
2021-11-02 13:56:53.317,12446.17,5543.39
2021-11-02 13:56:56.537,12443.82,5533.86
2021-11-02 13:56:59.537,12442.47,5547.42
2021-11-02 13:57:03.137,12448.43,5542.16
2021-11-02 13:57:06.377,12445.51,5536.94
2021-11-02 13:57:09.557,12442.39,5534.96
2021-11-02 13:57:12.937,12437.67,5534.28
2021-11-02 13:57:16.197,12436.04,5543.51
2021-11-02 13:57:19.457,12442.39,5541.28
2021-11-02 13:57:22.497,12442.39,5535.36
2021-11-02 13:57:25.517,12442.4,5542.19
2021-11-02 13:57:28.937,12442.39,5536.81
2021-11-02 13:57:32.037,12440.4,5535.8
2021-11-02 13:57:35.137,12443.87,5538.47
2021-11-02 13:57:38.237,12444.4,5540.44
2021-11-02 13:57:41.537,12445.31,5538.0
2021-11-02 13:57:44.537,12447.89,5532.63
2021-11-02 13:57:47.537,12440.7,5540.19
2021-11-02 13:57:51.197,12442.39,5533.18
2021-11-02 13:57:54.437,12442.43,5539.93
2021-11-02 13:57:57.537,12446.79,5542.29
2021-11-02 13:58:00.537,12447.16,5539.86
2021-11-02 13:58:04.137,12444.47,5547.66
2021-11-02 13:58:07.237,12443.31,5532.44
2021-11-02 13:58:10.337,12442.4,5539.37
2021-11-02 13:58:13.537,12442.39,5538.45
2021-11-02 13:58:16.537,12444.72,5532.43
2021-11-02 13:58:19.537,12441.79,5538.71
2021-11-02 13:58:22.917,12443.17,5538.27
2021-11-02 13:58:26.057,12448.67,5538.94
2021-11-02 13:58:29.397,12442.4,5532.92
2021-11-02 13:58:32.537,12447.6,5546.06
2021-11-02 13:58:35.957,12442.4,5533.44
2021-11-02 13:58:39.257,12442.99,5545.26
2021-11-02 13:58:42.337,12443.67,5534.26
2021-11-02 13:58:45.497,12448.7,5547.72
2021-11-02 13:58:48.537,12448.8,5532.59
2021-11-02 13:58:51.957,12448.75,5542.34
2021-11-02 13:58:55.057,12444.58,5532.76
2021-11-02 13:58:58.137,12448.44,5545.05
2021-11-02 13:59:01.237,12451.25,5537.92
2021-11-02 13:59:04.537,12448.75,5541.96
2021-11-02 13:59:08.037,12451.57,5533.05
2021-11-02 13:59:11.297,12443.65,5546.64
2021-11-02 13:59:14.537,12442.91,5539.74
2021-11-02 13:59:17.537,12441.76,5531.87
2021-11-02 13:59:21.057,12437.93,5542.51
2021-11-02 13:59:24.357,12439.53,5469.03
2021-11-02 13:59:27.537,12423.33,5358.28
2021-11-02 13:59:30.957,12400.24,5295.49
2021-11-02 13:59:34.197,12384.92,5172.51
2021-11-02 13:59:37.477,12366.75,5058.38
2021-11-02 13:59:40.537,12355.78,4990.89
2021-11-02 13:59:44.037,12340.95,4863.55
2021-11-02 13:59:47.297,12326.67,4739.69
2021-11-02 13:59:50.437,12310.39,4674.9
2021-11-02 13:59:53.537,12299.66,4563.64
2021-11-02 13:59:56.537,12283.45,4496.24
2021-11-02 14:00:00.077,12265.76,4361.14
2021-11-02 14:00:03.317,12257.96,4248.38
2021-11-02 14:00:06.537,12238.53,4186.18
2021-11-02 14:00:09.997,12223.94,4069.17
2021-11-02 14:00:13.277,12211.68,3947.9
2021-11-02 14:00:16.533,12196.05,3884.73
2021-11-02 14:00:19.537,12181.59,3763.98
2021-11-02 14:00:23.093,12162.91,3688.87
2021-11-02 14:00:26.397,12152.97,3569.5
2021-11-02 14:00:29.537,12137.13,3445.61
2021-11-02 14:00:32.537,12118.38,3381.5
2021-11-02 14:00:36.017,12098.94,3252.16
2021-11-02 14:00:39.317,12084.94,3140.0
2021-11-02 14:00:42.537,12071.87,3075.63
2021-11-02 14:00:45.537,12052.78,2967.51
2021-11-02 14:00:48.993,12035.37,2901.96
2021-11-02 14:00:52.117,12022.6,2777.22
2021-11-02 14:00:55.437,12006.72,2649.25
2021-11-02 14:00:58.533,11984.45,2592.69
2021-11-02 14:01:01.537,11962.99,2463.65
2021-11-02 14:01:04.953,11946.25,2404.29
2021-11-02 14:01:08.113,11921.79,2275.77
2021-11-02 14:01:11.197,11908.06,2185.67
2021-11-02 14:01:14.497,11888.65,2089.24
2021-11-02 14:01:17.533,11869.9,1975.95
2021-11-02 14:01:20.537,11850.95,1918.39
2021-11-02 14:01:23.537,11836.55,1791.59
2021-11-02 14:01:27.117,11810.74,1722.37
2021-11-02 14:01:30.453,11771.85,1601.26
2021-11-02 14:01:33.537,11732.93,1482.18
2021-11-02 14:01:37.077,11685.82,1415.35
2021-11-02 14:01:40.393,11641.85,1291.37
2021-11-02 14:01:43.537,11598.57,1167.83
2021-11-02 14:01:46.977,11546.08,1106.8
2021-11-02 14:01:50.253,11495.08,984.72
2021-11-02 14:01:53.517,11444.16,866.96
2021-11-02 14:01:56.533,11387.42,801.67
2021-11-02 14:02:00.117,11311.49,679.44
2021-11-02 14:02:03.497,11229.56,554.6
2021-11-02 14:02:06.533,11156.47,492.33
2021-11-02 14:02:09.537,11080.18,373.74
2021-11-02 14:02:12.993,10980.55,312.33
2021-11-02 14:02:16.133,10890.79,184.81
2021-11-02 14:02:19.273,10784.89,103.63
2021-11-02 14:02:22.413,10664.54,36.87
2021-11-02 14:02:25.533,10552.53,34.58
2021-11-02 14:02:28.533,10484.03,34.27
2021-11-02 14:02:32.177,10452.2,34.78
2021-11-02 14:02:35.457,10463.74,34.54
2021-11-02 14:02:38.537,10494.77,33.53
2021-11-02 14:02:41.533,10533.01,35.57
2021-11-02 14:02:45.017,10578.22,34.76
2021-11-02 14:02:48.393,10612.19,32.86
2021-11-02 14:02:51.537,10630.38,32.15
2021-11-02 14:02:54.537,10642.84,34.01
2021-11-02 14:02:57.977,10648.56,31.53
2021-11-02 14:03:01.293,10642.48,33.17
2021-11-02 14:03:04.453,10636.12,33.75
2021-11-02 14:03:07.533,10633.08,32.96
2021-11-02 14:03:10.537,10629.48,33.5
2021-11-02 14:03:14.117,10623.32,32.09
2021-11-02 14:03:17.397,10618.09,30.77
2021-11-02 14:03:20.533,10615.7,32.74
2021-11-02 14:03:23.973,10616.75,34.15
2021-11-02 14:03:27.313,10616.75,26.56
2021-11-02 14:03:30.537,10604.03,3.34
2021-11-02 14:03:33.537,10578.64,0.83
2021-11-02 14:03:37.033,10551.22,0.17
2021-11-02 14:03:40.333,10524.99,0.08
2021-11-02 14:03:43.433,10508.83,0.08
2021-11-02 14:03:46.493,10326.35,0.08
2021-11-02 14:03:50.057,9978.75,0.08
2021-11-02 14:03:53.357,9790.86,0.07
2021-11-02 14:03:56.533,9676.71,0.07
2021-11-02 14:03:59.933,9599.94,0.07
2021-11-02 14:04:03.113,9552.66,0.07
2021-11-02 14:04:06.413,9520.65,0.06
2021-11-02 14:04:09.533,9497.22,0.07
2021-11-02 14:04:12.953,9478.1,0.07
2021-11-02 14:04:16.193,9465.39,0.06
2021-11-02 14:04:19.513,9452.67,0.06
2021-11-02 14:04:22.493,9443.33,0.06
2021-11-02 14:04:26.053,9430.97,0.06
2021-11-02 14:04:29.433,9421.05,0.06
2021-11-02 14:04:32.513,9414.49,0.06
2021-11-02 14:04:35.513,9408.14,0.06
2021-11-02 14:04:38.513,9401.77,0.05
2021-11-02 14:04:41.937,9395.41,0.06
2021-11-02 14:04:45.077,9389.18,0.05
2021-11-02 14:04:48.393,9385.85,0.05
2021-11-02 14:04:51.513,9382.18,0.05
2021-11-02 14:04:54.513,9379.66,0.06
2021-11-02 14:04:58.113,9371.95,0.05
2021-11-02 14:05:01.437,9369.97,0.05
2021-11-02 14:05:04.513,9368.25,0.05
2021-11-02 14:05:07.513,9363.61,0.05
2021-11-02 14:05:10.937,9362.15,0.05
2021-11-02 14:05:14.033,9357.41,0.05
2021-11-02 14:05:17.133,9357.23,0.05
2021-11-02 14:05:20.393,9353.49,0.05
2021-11-02 14:05:23.473,9352.19,0.05
2021-11-02 14:05:26.513,9351.37,0.05
2021-11-02 14:05:29.513,9350.25,0.05
2021-11-02 14:05:32.513,9348.36,0.05
2021-11-02 14:05:36.153,9346.04,0.05
2021-11-02 14:05:39.413,9346.91,0.05
2021-11-02 14:05:42.493,9345.03,0.05
2021-11-02 14:05:45.513,9344.52,0.05
2021-11-02 14:05:48.513,9343.4,0.05
2021-11-02 14:05:52.013,9342.89,0.05
